"outcome","outcome_var","group","co2_scale","strategy","co2_value","p","p_LCL","p_UCL","m_used","n_standardized","standardization_sample_cap","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",37.1155778894472,0.193495799097871,0.190292663002491,0.198015561502209,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",37.4371859296482,0.191686944186956,0.188496504743362,0.19618370679998,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",37.7587939698493,0.189976687995936,0.186798762182755,0.194451030740119,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",38.0804020100502,0.18837567131722,0.185209936342974,0.192828234674741,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",38.4020100502513,0.186894330004009,0.183740323786851,0.191325817031547,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",38.7236180904523,0.185542946336001,0.18240006844391,0.189954123536197,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",39.0452261306533,0.184331706147391,0.18119921917731,0.188723403111125,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",39.3668341708543,0.183270761664524,0.180147793040187,0.187643869396361,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",39.6884422110553,0.182370300027586,0.179255844199232,0.186725767861328,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",40,0.181660731502103,0.178553440478063,0.186000066731441,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",40.0100502512563,0.181640617395497,0.17853353843126,0.185979448397001,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",40.3316582914573,0.181088351803453,0.177987419265883,0.185411580959332,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",40.6532663316583,0.180706448149247,0.177610460333488,0.185015078094455,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",40.9748743718593,0.180485073883245,0.177392888469942,0.184780054983651,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",41.2964824120603,0.18041476304865,0.177325299920794,0.184696987771668,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",41.6180904522613,0.180486357432175,0.177398600940946,0.184756655998947,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",41.9396984924623,0.18069095131266,0.17760395205053,0.184950088512553,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",42.2613065326633,0.181019839746834,0.177932715877103,0.185268512810537,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",42.5829145728643,0.181464470334679,0.178376408518998,0.185703307775127,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",42.9045226130653,0.182016398413813,0.17892665437294,0.186245959754709,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",43.2261306532663,0.182667245641494,0.179575144379532,0.186888021961541,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",43.5477386934673,0.18340866193325,0.180313597651756,0.187621077160438,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",43.8693467336683,0.184232290737758,0.181133726463325,0.188436703632445,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",44.1909547738694,0.185129737637804,0.182027204584948,0.189326444406023,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",44.5125628140703,0.186092542276379,0.182985638966635,0.190281779755969,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",44.8341708542714,0.187112153614809,0.184000544772838,0.191294102976822,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",45.1557788944724,0.18817990853601,0.18506332378409,0.192354699442556,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",45.4773869346734,0.189287013810384,0.186165246183804,0.193454728967813,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",45.7989949748744,0.190424531444411,0.187297435751989,0.194585211487716,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.1206030150754,0.191583367432798,0.188450858488751,0.1957370160735,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.4422110552764,0.192754263934154,0.189616314689922,0.196900853299873,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",46.7638190954774,0.19392867136731,0.190785305893203,0.198068149675839,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
